Rank,Player,Team,Position(s),ADP,Min Pick,Max Pick,Difference,# Picks,Team,Team Pick
424,"McCann, Brian",ATL,C,487.6,313,521,,98,,
425,"Rodgers, Brendan",COL,SS,487.7,173,551,,101,,
426,"Moran, Colin",PIT,3B,488.1,325,526,,99,,
427,"Reddick, Josh",HOU,OF,488.78,264,535,,100,,
428,"Taylor, Michael",WAS,OF,489.4,283,584,,108,,
429,"Castillo, Diego",TB,P,490.5,268,588,,107,,
430,"Richards, Trevor",MIA,P,491.43,225,560,,105,,
431,"Rogers, Taylor",MIN,P,492.04,269,585,,107,,
432,"Ahmed, Nick",ARZ,SS,493.64,301,534,,97,,
433,"Cespedes, Yoenis",NYM,OF,494.2,256,589,,99,,
434,"Duggar, Steven",SF,OF,494.36,317,510,,97,,
435,"Green, Chad",NYY,P,494.59,253,537,,99,,
436,"Cozart, Zack",LAA,3B,495.18,336,595,,103,,
437,"Lynn, Lance",TEX,P,495.77,285,551,,100,,
438,"Trumbo, Mark",BAL,UT,496.53,277,597,,102,,
439,"Kang, Jung Ho",PIT,3B,497.23,267,564,,104,,
440,"Salazar, Danny",CLE,P,498.72,261,564,,98,,
441,"Pina, Manny",MLW,C,503.36,314,547,,95,,
442,"Tapia, Raimel",COL,OF,503.49,270,599,,108,,
443,"Pujols, Albert",LAA,1B,504.91,282,548,,99,,
444,"Williams, Nick",PHI,OF,504.94,321,572,,98,,
445,"Gonzalez, Carlos",COL,OF,505.9,232,573,,98,,
446,"Moreland, Mitch",BOS,1B,506.02,258,561,,98,,
447,"Pinder, Chad",OAK,"OF, 2B",506.44,286,592,,100,,
448,"Harrison, Josh",DET,2B,506.7,285,592,,97,,
449,"Duffy, Matt",TB,3B,506.88,332,583,,98,,
450,"Smyly, Drew",TEX,P,507.43,291,577,,101,,
451,"Vazquez, Christian",BOS,C,508.27,298,592,,98,,
452,"Bichette, Bo",TOR,SS,508.55,265,555,,100,,
453,"Ross, Joe",WAS,P,509.35,293,595,,103,,
454,"German, Domingo",NYY,P,509.79,242,590,,104,,
455,"Morales, Kendrys",TOR,UT,511.45,267,563,,98,,
456,"Chirinos, Yonny",TB,P,512.17,329,562,,101,,
457,"Broxton, Keon",NYM,OF,512.33,263,585,,94,,
458,"Bird, Greg",NYY,1B,514.51,343,571,,103,,
459,"Nunez, Renato",BAL,3B,514.68,308,595,,100,,
460,"Jones, Nate",CWS,P,515.2,220,591,,96,,
461,"Barreto, Franklin",OAK,2B,517.36,354,585,,98,,
462,"Beckham, Tim",SEA,"SS, 3B",517.55,347,581,,95,,
463,"Giolito, Lucas",CWS,P,517.92,334,582,,99,,
464,"Buchholz, Clay",TOR,P,519.8,316,585,,98,,
465,"Martin, Russell",LAD,"C, 3B",524.15,280,599,,95,,
466,"Keller, Mitch",PIT,P,524.9,391,593,,97,,
467,"Pearce, Steve",BOS,1B,524.93,321,595,,99,,
468,"Fowler, Dexter",STL,OF,526.17,340,583,,97,,
469,"Solarte, Yangervis",TOR,"3B, 2B",526.41,345,593,,96,,
470,"Cave, Jake",MIN,OF,526.72,347,589,,93,,
471,"Sisco, Chance",BAL,C,527.92,249,588,,90,,
472,"Shoemaker, Matt",TOR,P,528.15,304,599,,96,,
473,"Wong, Kolten",STL,2B,530.01,317,591,,97,,
474,"Pomeranz, Drew",SF,P,530.35,334,584,,99,,
475,"Romine, Austin",NYY,C,530.51,362,592,,92,,
476,"Frazier, Todd",NYM,3B,530.63,341,581,,97,,
477,"Kingham, Nick",PIT,P,530.94,353,598,,95,,
478,"Heyward, Jason",CHC,OF,531.17,366,583,,97,,
479,"Edwards Jr., Carl",CHC,P,531.57,337,596,,96,,
480,"Lowe, Brandon",TB,2B,531.81,291,597,,99,,
481,"Norris, Bud",TOR,P,533.17,191,597,,90,,
482,"Jankowski, Travis",SD,OF,533.48,364,595,,97,,
483,"Dozier, Hunter",KC,"1B, 3B",534.22,326,597,,98,,
484,"Erlin, Robbie",SD,P,534.83,298,594,,94,,
485,"Gordon, Alex",KC,OF,534.84,401,600,,95,,
486,"Sanchez, Yolmer",CWS,3B,535.11,331,598,,96,,
487,"Kelly, Joe",LAD,P,535.26,324,599,,96,,
488,"Frazier, Clint",NYY,OF,535.33,329,600,,94,,
489,"Robertson, Daniel",TB,"2B, SS",536.98,331,598,,97,,
490,"Swihart, Blake",BOS,"C, OF",537.5,350,593,,92,,
491,"Greiner, Grayson",DET,C,537.71,345,583,,85,,
492,"LeBlanc, Wade",SEA,P,538.01,359,593,,93,,
493,"Soria, Joakim",OAK,P,538.35,330,600,,103,,
494,"Loaisiga, Jonathan",NYY,P,538.4,270,597,,95,,
495,"Galvis, Freddy",TOR,SS,539.79,312,586,,92,,
496,"Crawford, J.P.",SEA,SS,540.89,373,600,,93,,
497,"Cease, Dylan",CWS,P,541.2,295,588,,98,,
498,"Dietrich, Derek",MIA,"OF, 1B",541.78,389,599,,92,,
499,"Zimmer, Bradley",CLE,OF,541.9,356,599,,92,,
500,"Trivino, Lou",OAK,P,542.23,307,588,,97,,
501,"Adams, Matt",WAS,1B,542.43,334,600,,96,,
502,"Hays, Austin",BAL,OF,543.46,346,599,,96,,
503,"Castillo, Jose",SD,P,543.93,314,597,,91,,
504,"Lowe, Nathaniel",TB,1B,544.06,337,598,,88,,
505,"Tellez, Rowdy",TOR,1B,544.09,353,587,,90,,
506,"Leake, Mike",SEA,P,544.35,387,596,,93,,
507,"Choi, Ji-Man",TB,UT,544.51,332,596,,79,,
508,"Fried, Max",ATL,P,545.4,316,591,,91,,
509,"Fry, Jace",CWS,P,545.73,278,600,,87,,
510,"Walker, Neil",MIA,"1B, 2B, 3B",545.98,319,600,,83,,
511,"Pedroia, Dustin",BOS,2B,546.46,312,598,,91,,
512,"Mengden, Daniel",OAK,P,547.98,383,598,,92,,
513,"Valdez, Framber",HOU,P,548.82,289,595,,87,,
514,"Puk, AJ",OAK,P,549.45,315,600,,91,,
515,"Ross, Tyson",DET,P,549.56,305,600,,90,,
516,"Davis, Chris",BAL,1B,549.87,336,598,,95,,
517,"Fowler, Dustin",OAK,OF,550.4,386,598,,92,,
518,"Russell, Addison",CHC,SS,551.49,365,599,,91,,
519,"Austin, Tyler",MIN,1B,551.69,316,598,,85,,
520,"McCann, James",CWS,C,552.14,297,596,,88,,
521,"Stammen, Craig",SD,P,552.68,351,594,,89,,
522,"Hanson, Alen",SF,"2B, OF",552.78,376,597,,92,,
523,"Conley, Adam",MIA,P,552.98,383,597,,92,,
524,"Stassi, Max",HOU,C,553.18,282,599,,91,,
525,"Chisenhall, Lonnie",PIT,OF,555.71,345,598,,87,,
526,"Allen, Logan",SD,P,556.2,314,600,,85,,
527,"Almora Jr., Albert",CHC,OF,557.64,377,600,,86,,
528,"Fletcher, David",LAA,"2B, 3B",557.92,390,598,,82,,
529,"Plawecki, Kevin",CLE,C,559.08,341,600,,82,,
530,"Nova, Ivan",CWS,P,559.19,364,600,,93,,
531,"Gohara, Luiz",ATL,P,559.28,320,599,,87,,
532,"Cishek, Steve",CHC,P,559.41,312,599,,86,,
533,"Neris, Hector",PHI,P,560.13,311,599,,74,,
534,"O'Brien, Peter",MIA,1B,561.09,307,598,,76,,
535,"Williamson, Mac",SF,OF,561.98,344,600,,71,,
536,"Hildenberger, Trevor",MIN,P,562.17,357,599,,67,,
537,"McKinney, Billy",TOR,OF,562.24,380,598,,79,,
538,"Gattis, Evan",HOU,UT,562.28,343,600,,78,,
539,"Ponce de Leon, Daniel",STL,P,562.4,333,600,,70,,
540,"Riley, Austin",ATL,3B,562.54,349,599,,80,,
541,"Eickhoff, Jerad",PHI,P,564.54,340,599,,76,,
542,"Hudson, Dakota",STL,P,564.66,325,599,,72,,
543,"Owings, Chris",KC,OF,564.73,334,599,,77,,
544,"Hughes, Jared",CIN,P,564.75,341,597,,78,,
545,"Wieters, Matt",WAS,C,564.77,325,600,,68,,
546,"Duvall, Adam",ATL,OF,565.73,366,598,,78,,
547,"Gant, John",STL,P,566.29,362,599,,71,,
548,"Maldonado, Martin",HOU,C,567.16,360,600,,69,,
549,"Dyson, Jarrod",ARZ,OF,567.27,343,596,,67,,
550,"Panik, Joe",SF,2B,567.8,420,596,,74,,
551,"Manaea, Sean",OAK,P,567.92,390,600,,71,,
552,"Cobb, Alex",BAL,P,569.35,297,598,,77,,
553,"Armstrong, Shawn",SEA,P,569.84,309,597,,62,,
554,"Oh, Seunghwan",COL,P,569.97,407,599,,82,,
555,"Estrada, Marco",OAK,P,570.01,376,592,,57,,
556,"Borucki, Ryan",TOR,P,570.52,350,599,,68,,
557,"Lauer, Eric",SD,P,570.99,315,600,,61,,
558,"Duplantier, Jon",ARZ,P,571.44,349,600,,63,,
559,"d'Arnaud, Travis",NYM,C,571.54,366,598,,65,,
560,"Adell, Jo",LAA,OF,571.91,343,600,,60,,
561,"Suarez, Andrew",SF,P,572.35,345,600,,73,,
562,"Santana, Ervin",MIN,P,573.66,345,598,,67,,
563,"Rojas, Miguel",MIA,"SS, 3B, 1B",573.77,412,599,,64,,
564,"Murphy, Tom",COL,C,574.62,388,600,,60,,
565,"Tepera, Ryan",TOR,P,574.62,369,600,,67,,
566,"Brach, Brad",CHC,P,574.73,284,596,,50,,
567,"Gyorko, Jedd",STL,3B,575.43,392,599,,65,,
568,"Culberson, Charlie",ATL,"OF, SS, 3B",575.7,349,599,,62,,
569,"Holt, Brock",BOS,"2B, SS",575.99,373,599,,62,,
570,"Wright, Kyle",ATL,P,576.15,354,600,,60,,
571,"Mahle, Tyler",CIN,P,576.26,429,595,,52,,
572,"Walker, Taijuan",ARZ,P,576.67,307,599,,64,,
573,"Montgomery, Mike",CHC,P,577.15,341,597,,57,,
574,"Caratini, Victor",CHC,"C, 1B",577.49,409,597,,64,,
575,"Davies, Zach",MLW,P,578.78,311,598,,53,,
576,"Devenski, Chris",HOU,P,579.01,362,600,,60,,
577,"Barraclough, Kyle",WAS,P,579.1,383,599,,61,,
578,"Roe, Chaz",TB,P,579.71,268,600,,44,,
579,"Parra, Gerardo",COL,OF,579.99,365,599,,44,,
580,"Wainwright, Adam",STL,P,580.12,267,600,,48,,
581,"Drury, Brandon",TOR,3B,580.31,422,598,,49,,
582,"Ferguson, Caleb",LAD,P,580.43,360,598,,54,,
583,"Rondon, Hector",HOU,P,580.5,357,600,,68,,
584,"Iglesias, Jose",DET,SS,581.15,334,597,,43,,
585,"Mesa, Victor Victor",FA,OF,581.75,322,596,,39,,
586,"Lopez, Pablo",MIA,P,581.86,301,599,,43,,
587,"Faria, Jacob",TB,P,582.69,349,595,,45,,
588,"Engel, Adam",CWS,OF,582.99,318,600,,40,,
589,"Martini, Nick",OAK,OF,582.99,400,599,,40,,
590,"Castro, Jason",MIN,C,583.06,463,600,,53,,
591,"Davidson, Matt",CWS,1B,583.12,344,600,,48,,
592,"Hellickson, Jeremy",WAS,P,583.31,396,589,,43,,
593,"Stewart, DJ",BAL,OF,583.41,442,600,,49,,
594,"Chavez, Jesse",TEX,P,583.6,425,599,,51,,
595,"Travis, Devon",TOR,2B,583.6,365,599,,53,,
596,"Kirilloff, Alex",MIN,OF,583.72,278,600,,41,,
597,"Naquin, Tyler",CLE,OF,583.74,441,592,,41,,
598,"Martin, Richie",BAL,SS,583.75,353,600,,48,,
599,"Mercer, Jordy",DET,SS,584.03,438,597,,49,,
600,"Wynns, Austin",BAL,C,584.57,412,595,,38,,
601,"Stanek, Ryne",TB,P,584.6,324,598,,36,,
602,"Mize, Casey",DET,P,584.69,276,598,,27,,
603,"Watson, Tony",SF,P,584.9,308,599,,49,,
604,"Granderson, Curtis",MLW,OF,585.33,416,596,,42,,
605,"Smith, Kevan",LAA,C,585.42,398,600,,50,,
606,"Difo, Wilmer",WAS,"2B, 3B",585.8,439,599,,39,,
607,"Straily, Dan",MIA,P,585.97,445,598,,47,,
608,"Phillips, Brett",KC,OF,586.1,351,598,,40,,
609,"Freese, David",LAD,"3B, 1B",586.35,409,599,,40,,
610,"Jones, JaCoby",DET,OF,587.64,429,600,,39,,
611,"Hernandez, Felix",SEA,P,587.69,443,600,,44,,
612,"Miller, Shelby",TEX,P,587.8,374,599,,35,,
613,"Garcia, Aramis",SF,C,587.88,377,595,,30,,
614,"Dean, Austin",MIA,OF,588.23,413,600,,33,,
615,"Romero, Fernando",MIN,P,588.32,325,591,,26,,
616,"Vargas, Jason",NYM,P,588.94,412,599,,30,,
617,"Hundley, Nick",SF,C,589.04,410,597,,35,,
618,"Kendrick, Howie",WAS,2B,589.06,342,600,,32,,
619,"Lamet, Dinelson",SD,P,589.12,471,600,,41,,
620,"Garcia, Leury",CWS,OF,589.28,351,599,,28,,
621,"Gsellman, Robert",NYM,P,589.29,425,600,,30,,
622,"Thornburg, Tyler",BOS,P,589.83,469,597,,34,,
623,"Diaz, Yusniel",BAL,OF,589.98,443,600,,28,,
624,"Perez, Roberto",CLE,C,590.18,397,595,,29,,
625,"Newman, Kevin",PIT,SS,590.31,432,600,,29,,
626,"Chavis, Michael",BOS,3B,590.32,219,600,,21,,
627,"Gonzalez, Erik",PIT,"2B, 3B",590.57,460,599,,30,,
628,"Reed, Addison",MIN,P,590.99,343,595,,26,,
629,"Chen, Wei-Yin",MIA,P,591.02,439,600,,35,,
630,"Kemp, Tony",HOU,OF,591.13,470,595,,30,,
631,"Kieboom, Carter",WAS,SS,591.14,435,599,,31,,
632,"Black, Ray",SF,P,591.31,440,599,,29,,
633,"Karns, Nate",BAL,P,591.38,395,598,,23,,
634,"Bote, David",CHC,3B,591.59,410,591,,25,,
635,"Ervin, Phillip",CIN,OF,591.62,368,600,,25,,
636,"Reid-Foley, Sean",TOR,P,591.73,462,600,,32,,
637,"Pirela, Jose",SD,"2B, OF",591.88,461,598,,26,,
638,"Vogelbach, Dan",SEA,1B,592.17,331,598,,24,,
639,"Descalso, Daniel",CHC,"2B, 3B",592.29,438,598,,30,,
640,"Jay, Jon",CWS,OF,592.53,443,597,,24,,
641,"Guerra, Junior",MLW,P,592.7,449,593,,25,,
642,"Lyles, Jordan",PIT,P,592.76,466,599,,26,,
643,"Perez, Michael",TB,C,592.78,401,600,,19,,
644,"Moronta, Reyes",SF,P,592.8,489,600,,33,,
645,"Rodney, Fernando",OAK,P,592.91,457,597,,26,,
646,"Phegley, Josh",OAK,C,593.02,466,595,,23,,
647,"Oberg, Scott",COL,P,593.14,428,593,,21,,
648,"Ramirez, Hanley",BOS,1B,593.14,341,598,,21,,
649,"Murphy, Sean",OAK,C,593.15,416,600,,31,,
650,"Herrmann, Chris",OAK,C,593.26,457,596,,19,,
651,"Wisdom, Patrick",TEX,3B,593.27,450,593,,19,,
652,"Canha, Mark",OAK,OF,593.5,441,600,,31,,
653,"Guerrero, Tayron",MIA,P,593.58,467,592,,17,,
654,"Rodriguez, Richard",PIT,P,593.73,416,575,,16,,
655,"Casali, Curt",CIN,C,593.87,448,594,,17,,
656,"Ward, Taylor",LAA,3B,593.89,459,596,,18,,
657,"Davis, J.D.",NYM,3B,593.94,405,599,,23,,
658,"McCullers, Lance",HOU,P,594.02,399,593,,10,,
659,"Pena, Felix",LAA,P,594.06,485,594,,25,,
660,"Knizner, Andrew",STL,C,594.23,483,599,,23,,
661,"Riddle, J.T.",MIA,SS,594.33,442,599,,21,,
662,"Walker, Christian",ARZ,1B,594.48,484,599,,20,,
663,"Luplow, Jordan",CLE,OF,594.8,459,597,,18,,
664,"Goodwin, Brian",KC,OF,594.91,449,594,,17,,
665,"McKenzie, Triston",CLE,P,595.27,378,600,,20,,
666,"Mesoraco, Devin",NYM,C,595.27,442,598,,18,,
667,"Cimber, Adam",CLE,P,595.39,491,599,,21,,
668,"Chatwood, Tyler",CHC,P,595.4,469,600,,19,,
669,"Garrett, Amir",CIN,P,595.43,458,598,,17,,
670,"Crick, Kyle",PIT,P,595.46,410,600,,20,,
671,"Hayes, Ke'Bryan",PIT,3B,595.52,390,596,,10,,
672,"Gomber, Austin",STL,P,595.58,360,595,,17,,
673,"Mountcastle, Ryan",BAL,3B,595.65,385,600,,19,,
674,"Zimmermann, Jordan",DET,P,595.66,484,600,,21,,
675,"Fry, Paul",BAL,P,595.8,423,574,,11,,
676,"Singer, Brady",KC,P,595.8,324,580,,8,,
677,"Richards, Garrett",SD,P,595.99,144,574,,7,,
678,"Wilson, Bryse",ATL,P,596.23,355,595,,11,,
679,"Hernandez, David",CIN,P,596.26,488,600,,14,,
680,"Scott, Tanner",BAL,P,596.4,423,596,,15,,
681,"Bedrosian, Cam",LAA,P,596.43,398,593,,10,,
682,"Cameron, Daz",DET,OF,596.46,431,600,,14,,
683,"Davis, Rajai",CLE,OF,596.55,385,600,,13,,
684,"Sanchez, Sixto",PHI,P,596.62,427,599,,12,,
685,"Cabrera, Melky",CLE,OF,596.63,494,600,,18,,
686,"Spangenberg, Cory",MLW,"2B, 3B",596.65,510,594,,18,,
687,"Mercado, Oscar",CLE,OF,596.7,465,597,,20,,
688,"Senzatela, Antonio",COL,P,596.7,511,587,,13,,
689,"Ruiz, Keibert",LAD,C,596.71,461,593,,13,,
690,"Gamel, Ben",MLW,OF,596.9,326,597,,11,,
691,"Span, Denard",SEA,OF,596.9,432,596,,13,,
692,"Petit, Yusmeiro",OAK,P,597.06,495,596,,12,,
693,"Montas, Frankie",OAK,P,597.09,504,594,,11,,
694,"Reed, A.J.",HOU,1B,597.11,509,589,,12,,
695,"Grossman, Robbie",OAK,OF,597.11,355,594,,9,,
696,"Kopech, Michael",CWS,P,597.12,384,566,,5,,
697,"Reynolds, Mark",COL,1B,597.14,448,598,,13,,
698,"Biggio, Cavan",TOR,2B,597.17,500,597,,15,,
699,"Gallagher, Cam",KC,C,597.36,408,598,,12,,
700,"Alvarez, Yordan",HOU,OF,597.37,469,598,,11,,
701,"Baez, Pedro",LAD,P,597.59,474,600,,10,,
702,"Prado, Martin",MIA,3B,597.6,490,587,,8,,
703,"Anderson, Justin",LAA,P,597.62,467,599,,10,,
704,"Stratton, Chris",SF,P,597.69,491,598,,14,,
705,"Leon, Sandy",BOS,C,597.75,486,591,,10,,
706,"Bleier, Richard",BAL,P,597.83,428,598,,7,,
707,"Villanueva, Christian",SD,3B,597.83,450,596,,9,,
708,"Mitchell, Bryan",SD,P,597.84,321,369,,2,,
709,"Straw, Myles",HOU,OF,597.85,506,599,,14,,
710,"Maybin, Cameron",SEA,OF,597.86,464,600,,10,,
711,"Lorenzen, Michael",CIN,P,597.89,481,596,,10,,
712,"Adrianza, Ehire",MIN,"SS, 3B",597.95,463,599,,9,,
713,"Morrison, Logan",MIN,1B,597.95,400,555,,4,,
714,"Kennedy, Ian",KC,P,598.04,445,585,,9,,
715,"Escobar, Alcides",KC,"SS, 3B",598.12,447,600,,8,,
716,"Thaiss, Matt",LAA,1B,598.2,351,556,,4,,
717,"Jackson, Edwin",OAK,P,598.22,485,596,,11,,
718,"Norris, Daniel",DET,P,598.31,508,599,,15,,
719,"Beeks, Jalen",TB,P,598.38,500,598,,11,,
720,"Kelley, Shawn",TEX,P,598.4,332,600,,8,,
721,"Maile, Luke",TOR,C,598.4,482,594,,12,,
722,"Volquez, Edinson",TEX,P,598.43,440,600,,9,,
723,"Altavilla, Dan",SEA,P,598.46,478,573,,5,,
724,"Arroyo, Christian",TB,2B,598.52,477,589,,6,,
725,"Poche, Colin",TB,P,598.58,436,575,,6,,
726,"Reyes, Pablo",PIT,OF,598.6,294,588,,3,,
727,"Dubon, Mauricio",MLW,SS,598.61,304,599,,5,,
728,"Collins, Zack",CWS,C,598.61,502,600,,9,,
729,"Shields, James",CWS,P,598.67,498,585,,6,,
730,"Dyson, Sam",SF,P,598.76,443,593,,7,,
731,"Avila, Alex",ARZ,C,598.77,511,598,,8,,
732,"Anderson, Ian",ATL,P,598.79,348,597,,6,,
733,"Robles, Hansel",LAA,P,598.8,371,572,,4,,
734,"Gore, Terrance",KC,OF,598.92,321,574,,3,,
735,"Smith, Dominic",NYM,1B,598.93,492,581,,7,,
736,"Clippard, Tyler",TOR,P,598.96,496,585,,5,,
737,"Kramer, Kevin",PIT,2B,598.99,401,475,,2,,
738,"Widener, Taylor",ARZ,P,599.09,475,597,,9,,
739,"Anderson, Brett",OAK,P,599.12,476,590,,5,,
740,"Alcantara, Victor",DET,P,599.15,464,581,,6,,
741,"Montgomery, Jordan",NYY,P,599.15,488,600,,10,,
742,"Fernandez, Jose",LAA,1B,599.15,465,524,,3,,
743,"Delmonico, Nicky",CWS,OF,599.16,474,598,,6,,
744,"McGuire, Reese",TOR,C,599.17,544,592,,9,,
745,"Reed, Cody",CIN,P,599.2,450,600,,7,,
746,"Nicasio, Juan",PHI,P,599.21,380,588,,3,,
747,"Lewis, Royce",MIN,SS,599.23,504,591,,7,,
748,"Hill, Tim",KC,P,599.25,481,553,,3,,
749,"Allard, Kolby",ATL,P,599.26,529,600,,8,,
750,"Chang, Yu",CLE,SS,599.27,448,583,,4,,
751,"Tauchman, Mike",COL,OF,599.28,504,597,,6,,
752,"Paulino, David",TOR,P,599.33,523,591,,5,,
753,"Lagares, Juan",NYM,OF,599.36,526,584,,6,,
754,"Cron, Kevin",ARZ,3B,599.39,506,598,,7,,
755,"Gonsalves, Stephen",MIN,P,599.42,506,598,,6,,
756,"Santana, Dennis",LAD,P,599.44,482,572,,4,,
757,"Slater, Austin",SF,"OF, 1B",599.52,507,569,,4,,
758,"Kieboom, Spencer",WAS,C,599.52,441,521,,2,,
759,"Vogt, Stephen",MLW,C,599.53,488,594,,5,,
760,"Shaw, Chris",SF,OF,599.53,427,593,,3,,
761,"Bonifacio, Jorge",KC,OF,599.56,504,575,,4,,
762,"Mejia, Adalberto",MIN,P,599.57,518,591,,6,,
763,"Munoz, Andres",SD,P,599.6,403,573,,2,,
764,"Gore, Mackenzie",SD,P,599.62,445,577,,3,,
765,"Fedde, Erick",WAS,P,599.62,502,600,,8,,
766,"May, Dustin",LAD,P,599.65,450,572,,3,,
767,"Bukauskas, J.B.",HOU,P,599.67,385,385,,1,,
768,"Marisnick, Jake",HOU,OF,599.67,446,540,,2,,
769,"Madrigal, Nick",CWS,2B,599.67,481,562,,3,,
770,"Phelps, David",TOR,P,599.7,390,390,,1,,
771,"Lopez, Yoan",ARZ,P,599.7,544,598,,6,,
772,"Knapp, Andrew",PHI,C,599.72,484,597,,5,,
773,"Trammell, Taylor",CIN,OF,599.72,522,593,,6,,
774,"Mahtook, Mikie",DET,OF,599.73,516,587,,5,,
775,"Cueto, Johnny",SF,P,599.73,395,395,,1,,
776,"Holder, Jonathan",NYY,P,599.75,522,593,,5,,
777,"Gordon, Nick",MIN,SS,599.75,499,600,,6,,
778,"Dunning, Dane",CWS,P,599.81,530,549,,3,,
779,"Harris, Will",HOU,P,599.82,539,579,,5,,
780,"Glover, Koda",WAS,P,599.83,464,578,,3,,
781,"Hardy, Blaine",DET,P,599.85,488,582,,3,,
782,"Neshek, Pat",PHI,P,599.86,539,600,,7,,
783,"Canning, Griffin",LAA,P,599.86,557,587,,6,,
784,"Franco, Wander",TB,SS,599.89,519,600,,5,,
785,"Ramirez, Noe",LAA,P,599.92,426,426,,1,,
786,"Mateo, Jorge",OAK,SS,599.94,474,582,,3,,
787,"Banuelos, Manny",CWS,P,599.98,475,600,,5,,
788,"Hernandez, Gorkys",SF,OF,599.99,437,437,,1,,
789,"De Leon, Jose",TB,P,600.03,533,599,,7,,
790,"Castillo, Rusney",BOS,OF,600.03,444,444,,1,,
791,"McKay, Brendan",TB,P,600.03,526,568,,3,,
792,"Ray, Corey",MLW,OF,600.04,457,589,,2,,
793,"Armenteros, Rogelio",HOU,P,600.05,529,593,,4,,
794,"Lockett, Walker",NYM,P,600.06,448,448,,1,,
795,"Neidert, Nick",MIA,P,600.07,547,588,,4,,
796,"Staumont, Josh",KC,P,600.07,510,541,,2,,
797,"France, Ty",SD,3B,600.08,468,585,,2,,
798,"Stock, Robert",SD,P,600.09,506,596,,3,,
799,"Lopez, Nicky",KC,SS,600.12,503,587,,3,,
800,"Susac, Andrew",BAL,C,600.13,460,460,,1,,
801,"Toles, Andrew",LAD,OF,600.14,502,589,,3,,
802,"Mauer, Joe",MIN,1B,600.15,463,463,,1,,
803,"Leone, Dominic",STL,P,600.16,504,562,,2,,
804,"Duda, Lucas",ATL,1B,600.19,487,598,,3,,
805,"Robert, Luis",CWS,OF,600.2,548,595,,4,,
806,"Mathis, Jeff",TEX,C,600.21,487,597,,3,,
807,"Wallach, Chad",MIA,C,600.21,501,594,,3,,
808,"Tropeano, Nick",LAA,P,600.24,499,598,,4,,
809,"Wingenter, Trey",SD,P,600.28,485,485,,1,,
810,"Rengifo, Luis",LAA,SS,600.28,570,596,,6,,
811,"Mendez, Yohander",TEX,P,600.28,505,581,,2,,
812,"Pence, Hunter",SF,OF,600.29,565,579,,4,,
813,"Hernandez, Darwinzon",BOS,P,600.29,486,486,,1,,
814,"Richard, Clayton",TOR,P,600.3,547,599,,5,,
815,"Ortiz, Luis",BAL,P,600.32,491,491,,1,,
816,"Long, Shed",SEA,2B,600.33,530,590,,3,,
817,"Varsho, Daulton",ARZ,C,600.34,494,494,,1,,
818,"McGee, Jake",COL,P,600.34,566,586,,4,,
819,"Brujan, Vidal",TB,2B,600.34,494,494,,1,,
820,"Viloria, Meibrys",KC,C,600.36,500,598,,2,,
822,"Saladino, Tyler",MLW,SS,600.39,541,562,,2,,
823,"Pazos, James",PHI,P,600.4,504,504,,1,,
824,"Smith, Carson",BOS,P,600.41,505,505,,1,,
825,"Smith Jr., Dwight",TOR,OF,600.41,505,505,,1,,
826,"Gomez, Carlos",TB,OF,600.43,548,597,,4,,
827,"Hechavarria, Adeiny",NYY,SS,600.44,510,510,,1,,
828,"Mejia, Jenrry",NYM,P,600.45,515,598,,2,,
829,"Dunn, Justin",NYM,P,600.47,515,515,,1,,
830,"Helsley, Ryan",STL,P,600.48,517,517,,1,,
831,"Cole, A.J.",CLE,P,600.48,517,517,,1,,
832,"Stephenson, Robert",CIN,P,600.48,524,593,,2,,
833,"Harvey, Hunter",BAL,P,600.49,547,596,,3,,
834,"McCarthy, Kevin",KC,P,600.51,540,582,,2,,
835,"O'Day, Darren",ATL,P,600.52,545,579,,2,,
836,"Reyes, Victor",DET,OF,600.52,567,582,,3,,
837,"Lopez, Jorge",KC,P,600.52,544,599,,3,,
838,"Cole, Taylor",LAA,P,600.52,545,579,,2,,
839,"Kuhl, Chad",PIT,P,600.54,527,527,,1,,
840,"Brebbia, John",STL,P,600.54,536,597,,3,,
841,"India, Jonathan",CIN,3B,600.55,528,528,,1,,
842,"Wolters, Tony",COL,C,600.56,555,598,,4,,
843,"Erceg, Lucas",MLW,3B,600.56,529,529,,1,,
844,"Pompey, Dalton",TOR,OF,600.58,563,571,,2,,
845,"Plutko, Adam",CLE,P,600.59,553,582,,2,,
846,"Tucker, Preston",ATL,OF,600.6,537,537,,1,,
847,"Ziegler, Brad",ARZ,P,600.61,543,596,,2,,
848,"Rondon, Bruce",CWS,P,600.61,538,538,,1,,
849,"Cotton, Jharel",OAK,P,600.63,567,575,,2,,
850,"Martin, Chris",TEX,P,600.64,549,594,,2,,
851,"Middleton, Keynan",LAA,P,600.64,542,542,,1,,
852,"Kratz, Erik",MLW,C,600.64,578,595,,4,,
853,"Diaz, Isan",MIA,2B,600.64,542,542,,1,,
854,"Blach, Ty",SF,P,600.65,544,544,,1,,
855,"Moore, Matt",DET,P,600.65,556,589,,2,,
856,"Pruitt, Austin",TB,P,600.65,544,544,,1,,
857,"Martin, Corbin",HOU,P,600.66,566,581,,2,,
858,"King, Michael",NYY,P,600.66,546,546,,1,,
859,"Jackson, Drew",BAL,SS,600.67,547,547,,1,,
860,"Altherr, Aaron",PHI,OF,600.67,547,547,,1,,
