Rank,Player,Team,Position(s),ADP,Min Pick,Max Pick,Difference,# Picks,Team,Team Pick
421,"Ross, Joe",WAS,P,474.84,270,698,,121,,
422,"Salazar, Danny",CLE,P,475.9,261,561,,113,,
423,"Shoemaker, Matt",TOR,P,476.94,302,599,,121,,
424,"Moran, Colin",PIT,3B,478.62,300,502,,111,,
425,"LeBlanc, Wade",SEA,P,479.92,304,566,,121,,
426,"Cave, Jake",MIN,OF,482.76,277,572,,109,,
427,"Tulowitzki, Troy",NYY,SS,482.8,234,702,,123,,
428,"Tapia, Raimel",COL,OF,483.67,270,586,,107,,
429,"Gonzalez, Carlos",COL,OF,483.87,276,565,,115,,
430,"Pressly, Ryan",HOU,P,484.3,268,600,,109,,
431,"Quinn, Roman",PHI,OF,486.36,258,587,,108,,
432,"Buchholz, Clay",ARZ,P,486.58,324,648,,122,,
433,"Rosenthal, Trevor",WAS,P,487.05,338,554,,105,,
434,"Trumbo, Mark",BAL,UT,488.33,294,597,,110,,
435,"Taylor, Michael",WAS,OF,490.62,270,584,,109,,
436,"Duggar, Steven",SF,OF,491.64,295,565,,108,,
437,"Swarzak, Anthony",SEA,P,493.28,188,724,,101,,
438,"Moreland, Mitch",BOS,1B,495.49,258,572,,111,,
439,"Smyly, Drew",TEX,P,497.93,321,642,,114,,
440,"Cozart, Zack",LAA,3B,499.53,336,537,,108,,
441,"Rogers, Taylor",MIN,P,500.98,225,589,,106,,
442,"Pinder, Chad",OAK,"OF, 2B",501.74,286,592,,116,,
443,"Honeywell, Brent",TB,P,501.81,311,707,,113,,
444,"Jones, Nate",CWS,P,503.34,220,701,,104,,
445,"Lowe, Brandon",TB,2B,503.55,287,597,,117,,
446,"Kelly, Merrill",ARZ,P,505.64,257,706,,108,,
447,"Vazquez, Christian",BOS,C,507.49,298,592,,109,,
448,"Leake, Mike",SEA,P,507.87,324,596,,116,,
449,"Frazier, Todd",NYM,3B,508.99,316,591,,109,,
450,"Morales, Kendrys",TOR,UT,510.96,340,571,,107,,
451,"Melancon, Mark",SF,P,511.03,275,723,,109,,
452,"Barreto, Franklin",OAK,2B,511.33,321,652,,104,,
453,"Beckham, Tim",SEA,"SS, 3B",513.15,352,567,,106,,
454,"Bichette, Bo",TOR,SS,515.35,335,600,,108,,
455,"Green, Chad",NYY,P,516.07,301,565,,104,,
456,"Fowler, Dustin",OAK,OF,522.4,331,598,,103,,
457,"Castillo, Diego",TB,P,522.57,268,588,,106,,
458,"Kang, Jung Ho",PIT,3B,522.76,286,673,,107,,
459,"Wong, Kolten",STL,2B,523.81,368,591,,109,,
460,"Nunez, Renato",BAL,3B,523.89,354,595,,105,,
461,"Valdez, Framber",HOU,P,524.97,307,593,,107,,
462,"Cobb, Alex",BAL,P,525.25,297,625,,115,,
463,"Nova, Ivan",CWS,P,525.51,342,592,,118,,
464,"Sanchez, Yolmer",CWS,3B,525.75,339,605,,111,,
465,"Austin, Tyler",MIN,1B,525.79,242,660,,107,,
466,"Keller, Mitch",PIT,P,528.61,366,574,,109,,
467,"Fry, Jace",CWS,P,529.69,285,667,,103,,
468,"Harrison, Josh",PIT,2B,529.86,285,592,,106,,
469,"German, Domingo",NYY,P,530.07,370,586,,108,,
470,"Gordon, Alex",KC,OF,531.72,386,589,,103,,
471,"Heyward, Jason",CHC,OF,532.9,361,583,,106,,
472,"Strickland, Hunter",SEA,P,533.19,179,705,,113,,
473,"Hanson, Alen",SF,"2B, OF",533.32,355,588,,105,,
474,"McCann, James",CWS,C,534.33,320,608,,106,,
475,"Erlin, Robbie",SD,P,535.04,325,606,,108,,
476,"Dozier, Hunter",KC,"1B, 3B",535.47,348,602,,110,,
477,"Martin, Russell",LAD,"C, 3B",537.08,280,634,,114,,
478,"Fowler, Dexter",STL,OF,537.09,385,616,,107,,
479,"Ross, Tyson",DET,P,537.73,305,629,,112,,
480,"Pearce, Steve",BOS,1B,538.09,336,629,,106,,
481,"Paddack, Chris",SD,P,538.78,355,652,,105,,
482,"Robertson, Daniel",TB,"2B, SS",539.1,331,599,,110,,
483,"Swihart, Blake",BOS,"C, OF",540.3,348,628,,109,,
484,"Brasier, Ryan",BOS,P,541.77,230,674,,104,,
485,"Bird, Greg",NYY,1B,541.81,348,612,,104,,
486,"Broxton, Keon",NYM,OF,543.16,263,702,,104,,
487,"Tellez, Rowdy",TOR,1B,544.1,347,626,,105,,
488,"Mengden, Daniel",OAK,P,544.38,372,609,,106,,
489,"Solarte, Yangervis",TOR,"3B, 2B",546.19,360,633,,104,,
490,"Suarez, Andrew",SF,P,547.19,345,611,,105,,
491,"Frazier, Clint",NYY,OF,548.24,329,656,,105,,
492,"Dietrich, Derek",MIA,"OF, 1B",549.8,336,650,,109,,
493,"Kingham, Nick",PIT,P,552.19,363,710,,103,,
494,"Miley, Wade",HOU,P,555.24,326,659,,105,,
495,"Fried, Max",ATL,P,555.84,369,655,,104,,
496,"Duvall, Adam",ATL,OF,556.42,304,681,,107,,
497,"Cease, Dylan",CWS,P,556.47,360,677,,104,,
498,"Kelly, Joe",LAD,P,557.57,318,664,,104,,
499,"Adams, Matt",WAS,1B,558.79,397,635,,102,,
500,"Russell, Addison",CHC,SS,559.99,406,595,,105,,
501,"Hays, Austin",BAL,OF,562.35,346,607,,104,,
502,"Duplantier, Jon",ARZ,P,562.93,304,700,,100,,
503,"Neris, Hector",PHI,P,563.17,311,711,,98,,
504,"Galvis, Freddy",TOR,SS,563.27,314,611,,101,,
505,"Jankowski, Travis",SD,OF,563.59,365,632,,104,,
506,"Soria, Joakim",OAK,P,564.04,330,671,,110,,
507,"Zimmer, Bradley",CLE,OF,564.06,337,615,,103,,
508,"Flores, Wilmer",ARZ,1B,566.19,265,712,,100,,
509,"Crawford, J.P.",SEA,SS,566.66,373,706,,104,,
510,"Mahle, Tyler",CIN,P,566.99,338,689,,99,,
511,"Ponce de Leon, Daniel",STL,P,568.19,333,697,,99,,
512,"Stassi, Max",HOU,C,568.31,282,684,,107,,
513,"Santana, Ervin",MIN,P,569.57,381,608,,94,,
514,"Castillo, Jose",SD,P,569.96,382,628,,102,,
515,"Gohara, Luiz",ATL,P,570.78,364,713,,100,,
516,"Loaisiga, Jonathan",NYY,P,572.21,399,687,,99,,
517,"d'Arnaud, Travis",NYM,C,572.47,380,628,,97,,
518,"Conley, Adam",MIA,P,573.19,362,655,,103,,
519,"Pedroia, Dustin",BOS,2B,573.21,363,638,,98,,
520,"Holland, Greg",ARZ,P,573.28,180,701,,100,,
521,"Riley, Austin",ATL,3B,574.52,325,647,,98,,
522,"Davis, Chris",BAL,1B,576.62,309,712,,106,,
523,"Almora Jr., Albert",CHC,OF,577.1,408,631,,99,,
524,"Chisenhall, Lonnie",PIT,OF,578.39,388,670,,98,,
525,"Owings, Chris",KC,OF,579.55,334,737,,98,,
526,"Edwards Jr., Carl",CHC,P,579.81,337,705,,104,,
527,"O'Brien, Peter",MIA,1B,581.54,401,634,,98,,
528,"Fletcher, David",LAA,"2B, 3B",582.17,341,640,,98,,
529,"Allen, Logan",SD,P,582.21,368,689,,100,,
530,"Wieters, Matt",WAS,C,582.76,325,615,,92,,
531,"Choi, Ji-Man",TB,UT,583.44,353,676,,91,,
532,"Pomeranz, Drew",SF,P,583.52,352,725,,109,,
533,"Lowe, Nathaniel",TB,1B,583.67,354,676,,100,,
534,"Borucki, Ryan",TOR,P,583.93,325,668,,104,,
535,"McKinney, Billy",TOR,OF,585.86,396,611,,94,,
536,"Norris, Bud",STL,P,586.51,191,688,,98,,
537,"Trivino, Lou",OAK,P,586.61,385,695,,102,,
538,"Gant, John",STL,P,587.59,340,658,,97,,
539,"Romine, Austin",NYY,C,587.67,376,696,,104,,
540,"Lauer, Eric",SD,P,588.15,315,654,,97,,
541,"Greiner, Grayson",DET,C,589.47,319,730,,92,,
542,"Stammen, Craig",SD,P,590.68,377,712,,101,,
543,"Panik, Joe",SF,2B,591,354,699,,97,,
544,"Hildenberger, Trevor",MIN,P,591.67,278,709,,98,,
545,"Holt, Brock",BOS,"2B, SS",594.53,342,641,,94,,
546,"Maldonado, Martin",HOU,C,596.93,378,698,,93,,
547,"Boxberger, Brad",KC,P,598.9,182,748,,98,,
548,"Gyorko, Jedd",STL,3B,599.53,346,614,,92,,
549,"Mesa, Victor Victor",FA,OF,599.9,326,735,,92,,
550,"Romo, Sergio",TB,P,601.93,287,743,,103,,
551,"Smith, Kevan",LAA,C,602.96,312,673,,95,,
552,"Murphy, Tom",COL,C,604.89,370,719,,93,,
553,"Walker, Taijuan",ARZ,P,605.27,385,729,,96,,
554,"Wright, Kyle",ATL,P,608.79,364,695,,94,,
555,"Gattis, Evan",HOU,UT,609.19,343,687,,99,,
556,"Eickhoff, Jerad",PHI,P,609.3,357,737,,96,,
557,"Ervin, Phillip",CIN,OF,610.33,350,678,,85,,
558,"Pena, Felix",LAA,P,611.27,422,661,,82,,
559,"Sisco, Chance",BAL,C,611.76,312,711,,94,,
560,"Reid-Foley, Sean",TOR,P,612.01,350,732,,89,,
561,"Caratini, Victor",CHC,"C, 1B",612.53,449,650,,97,,
562,"Culberson, Charlie",ATL,"OF, SS, 3B",612.92,328,678,,96,,
563,"Difo, Wilmer",WAS,"2B, 3B",613.82,398,689,,89,,
564,"Iglesias, Jose",DET,SS,616.53,323,671,,94,,
565,"Puk, AJ",OAK,P,617,315,716,,100,,
566,"Dyson, Jarrod",ARZ,OF,618.69,387,742,,92,,
567,"Hudson, Dakota",STL,P,618.79,412,723,,97,,
568,"Travis, Devon",TOR,2B,621.8,354,676,,86,,
569,"Oh, Seunghwan",COL,P,622.3,433,695,,94,,
570,"Williamson, Mac",SF,OF,622.36,352,734,,87,,
571,"Straily, Dan",MIA,P,622.89,382,640,,88,,
572,"Cishek, Steve",CHC,P,624.41,312,728,,97,,
573,"Plawecki, Kevin",CLE,C,625.63,370,742,,94,,
574,"Drury, Brandon",TOR,3B,626.31,386,715,,85,,
575,"Jones, JaCoby",DET,OF,627.09,312,671,,86,,
576,"Rojas, Miguel",MIA,"SS, 3B, 1B",627.41,434,719,,93,,
577,"Davies, Zach",MLW,P,627.64,416,692,,86,,
578,"Wynns, Austin",BAL,C,629.76,381,710,,86,,
579,"Kendrick, Howie",WAS,2B,630.08,342,745,,89,,
580,"Phillips, Brett",KC,OF,630.13,351,705,,88,,
581,"Montgomery, Mike",CHC,P,631.26,341,731,,96,,
582,"Engel, Adam",CWS,OF,632.13,315,708,,85,,
583,"Vargas, Jason",NYM,P,632.18,334,746,,88,,
584,"Castro, Jason",MIN,C,634.19,431,729,,82,,
585,"Hundley, Nick",SF,C,634.42,367,724,,90,,
586,"Kemp, Tony",HOU,OF,634.61,407,674,,81,,
587,"Devenski, Chris",HOU,P,635.58,362,738,,92,,
588,"Romero, Fernando",MIN,P,636.76,390,718,,85,,
589,"Goodwin, Brian",KC,OF,637.39,369,728,,80,,
590,"Armstrong, Shawn",SEA,P,637.98,309,747,,86,,
591,"Chen, Wei-Yin",MIA,P,639.28,457,633,,80,,
592,"Gsellman, Robert",NYM,P,639.4,265,747,,81,,
593,"Manaea, Sean",OAK,P,640.01,182,748,,86,,
594,"Barraclough, Kyle",WAS,P,640.6,383,749,,96,,
595,"Lamet, Dinelson",SD,P,641.73,377,719,,89,,
596,"Lopez, Pablo",MIA,P,642.5,463,718,,81,,
597,"Walker, Neil",MIA,"1B, 2B, 3B",642.73,396,723,,89,,
598,"Davidson, Matt",CWS,1B,642.92,462,748,,92,,
599,"Tepera, Ryan",TOR,P,644.01,472,739,,96,,
600,"Adell, Jo",LAA,OF,644.01,343,724,,84,,
601,"Rondon, Hector",HOU,P,645.57,489,725,,94,,
602,"Stewart, DJ",BAL,OF,646,429,735,,82,,
603,"Wainwright, Adam",STL,P,646.19,428,711,,86,,
604,"Dean, Austin",MIA,OF,646.63,413,741,,83,,
605,"Newman, Kevin",PIT,SS,647.35,436,738,,80,,
606,"Faria, Jacob",TB,P,649.95,490,744,,78,,
607,"Canha, Mark",OAK,OF,653.84,406,694,,81,,
608,"Garcia, Leury",CWS,OF,655.5,285,728,,76,,
609,"Wisdom, Patrick",TEX,3B,655.79,355,741,,77,,
610,"Mercer, Jordy",DET,SS,656.51,434,726,,75,,
611,"Hernandez, Felix",SEA,P,657.58,339,734,,84,,
612,"Descalso, Daniel",CHC,"2B, 3B",660.06,327,750,,85,,
613,"Mesoraco, Devin",NYM,C,660.79,395,734,,78,,
614,"Ferguson, Caleb",LAD,P,661.23,432,740,,89,,
615,"Miller, Shelby",TEX,P,661.52,383,742,,82,,
616,"Guerra, Junior",MLW,P,661.73,402,734,,85,,
617,"Hughes, Jared",CIN,P,662.65,481,743,,92,,
618,"Zimmermann, Jordan",DET,P,662.96,394,727,,78,,
619,"Freese, David",LAD,"3B, 1B",664.08,409,744,,81,,
620,"Fedde, Erick",WAS,P,665.1,367,740,,76,,
621,"Cameron, Daz",DET,OF,665.68,403,746,,72,,
622,"Chavez, Jesse",TEX,P,665.95,425,748,,84,,
623,"Stanek, Ryne",TB,P,668.37,454,745,,80,,
624,"Gonzalez, Erik",PIT,"2B, 3B",668.96,461,729,,78,,
625,"Vogelbach, Dan",SEA,1B,669.95,343,735,,77,,
626,"Beeks, Jalen",TB,P,671.48,500,750,,73,,
627,"Pirela, Jose",SD,"2B, OF",673.19,461,749,,76,,
628,"Hellickson, Jeremy",WAS,P,674.29,431,746,,73,,
629,"Bote, David",CHC,3B,675.75,381,749,,78,,
630,"Martin, Richie",BAL,SS,676.76,457,699,,65,,
631,"Reed, Addison",MIN,P,677.31,405,739,,76,,
632,"Watson, Tony",SF,P,678.6,308,747,,82,,
633,"Parra, Gerardo",COL,OF,679.55,445,732,,78,,
634,"Murphy, Sean",OAK,C,679.89,479,732,,69,,
635,"Martini, Nick",OAK,OF,681.23,439,748,,68,,
636,"McKenzie, Triston",CLE,P,681.44,378,739,,76,,
637,"Riddle, J.T.",MIA,SS,682.3,410,736,,71,,
638,"Garrett, Amir",CIN,P,683.07,503,750,,74,,
639,"Luplow, Jordan",CLE,OF,683.13,429,732,,71,,
640,"Montas, Frankie",OAK,P,683.61,497,743,,70,,
641,"Adrianza, Ehire",MIN,"SS, 3B",684.31,463,725,,74,,
642,"Norris, Daniel",DET,P,684.32,514,738,,75,,
643,"Ward, Taylor",LAA,3B,684.96,485,738,,66,,
644,"Naquin, Tyler",CLE,OF,685.95,442,750,,72,,
645,"Brach, Brad",CHC,P,686.15,284,750,,68,,
646,"Moronta, Reyes",SF,P,686.56,499,748,,80,,
647,"Senzatela, Antonio",COL,P,689.19,343,749,,73,,
648,"Mahtook, Mikie",DET,OF,689.82,519,743,,69,,
649,"Spangenberg, Cory",MLW,"2B, 3B",690.1,485,738,,61,,
650,"Mountcastle, Ryan",BAL,3B,690.86,385,738,,74,,
651,"Avila, Alex",ARZ,C,690.99,405,744,,65,,
652,"Roe, Chaz",TB,P,691.93,320,749,,70,,
653,"Kennedy, Ian",KC,P,692.13,434,746,,72,,
654,"Sanchez, Sixto",PHI,P,692.56,348,738,,63,,
655,"Estrada, Marco",OAK,P,693.22,372,745,,45,,
656,"Gomber, Austin",STL,P,693.47,507,750,,70,,
657,"Rodney, Fernando",OAK,P,695.28,309,744,,70,,
658,"Slater, Austin",SF,"OF, 1B",695.46,530,734,,66,,
659,"Kirilloff, Alex",MIN,OF,696.59,278,750,,55,,
660,"Jay, Jon",CWS,OF,697.31,409,750,,54,,
661,"Cron, Kevin",ARZ,3B,697.38,393,741,,64,,
662,"Davis, J.D.",NYM,3B,697.6,403,734,,60,,
663,"Mercado, Oscar",CLE,OF,697.67,436,737,,60,,
664,"Herrmann, Chris",OAK,C,697.98,474,745,,59,,
665,"Canning, Griffin",LAA,P,698.55,557,741,,68,,
666,"Rodriguez, Richard",PIT,P,698.96,494,742,,69,,
667,"Stratton, Chris",SF,P,699.08,334,742,,70,,
668,"Black, Ray",SF,P,699.13,476,750,,65,,
669,"Casali, Curt",CIN,C,699.63,404,748,,63,,
670,"Cooper, Garrett",MIA,OF,700.8,341,749,,63,,
671,"Span, Denard",SEA,OF,701.64,409,746,,67,,
672,"Toles, Andrew",LAD,OF,702.01,484,740,,60,,
673,"Gamel, Ben",MLW,OF,702.64,452,749,,64,,
674,"Reed, Cody",CIN,P,703,450,750,,59,,
675,"Bonifacio, Jorge",KC,OF,703.08,469,741,,63,,
676,"Alvarez, Yordan",HOU,OF,703.61,417,750,,66,,
677,"Diaz, Yusniel",BAL,OF,703.99,443,735,,55,,
678,"Oberg, Scott",COL,P,704.27,480,740,,60,,
679,"Crick, Kyle",PIT,P,704.33,410,749,,70,,
680,"Mize, Casey",DET,P,704.53,276,749,,35,,
681,"De Leon, Jose",TB,P,705.2,520,750,,66,,
682,"Shaw, Chris",SF,OF,706.18,427,745,,59,,
683,"Perez, Roberto",CLE,C,706.27,397,749,,57,,
684,"Mejia, Adalberto",MIN,P,706.39,447,749,,63,,
685,"Walker, Christian",ARZ,1B,706.44,492,746,,63,,
686,"Knizner, Andrew",STL,C,707.46,377,748,,56,,
687,"Scott, Tanner",BAL,P,708.48,423,749,,64,,
688,"Cabrera, Melky",CLE,OF,708.99,494,746,,63,,
689,"Wilson, Bryse",ATL,P,709.21,501,749,,54,,
690,"Tropeano, Nick",LAA,P,709.9,499,748,,63,,
691,"Lyles, Jordan",PIT,P,710.33,458,750,,55,,
692,"Jackson, Edwin",OAK,P,710.39,406,744,,63,,
693,"Reed, A.J.",HOU,1B,710.59,509,747,,61,,
694,"Kieboom, Carter",WAS,SS,710.67,469,746,,56,,
695,"Bedrosian, Cam",LAA,P,712.39,398,748,,58,,
696,"Biggio, Cavan",TOR,2B,714.29,500,750,,57,,
697,"Lopez, Yoan",ARZ,P,715.21,481,749,,49,,
698,"Baez, Pedro",LAD,P,715.44,437,750,,49,,
699,"Perez, Michael",TB,C,716.01,404,747,,48,,
700,"Davis, Rajai",CLE,OF,716.19,476,749,,57,,
701,"Reyes, Pablo",PIT,OF,716.88,496,734,,48,,
702,"Hardy, Blaine",DET,P,717.2,488,747,,50,,
703,"Paulino, David",TOR,P,718.46,528,747,,58,,
704,"Allard, Kolby",ATL,P,718.61,529,750,,51,,
705,"Delmonico, Nicky",CWS,OF,718.67,474,750,,57,,
706,"Widener, Taylor",ARZ,P,719.07,559,748,,50,,
707,"Garcia, Aramis",SF,C,719.5,403,750,,48,,
708,"Hayes, Ke'Bryan",PIT,3B,720.02,530,743,,55,,
709,"Petit, Yusmeiro",OAK,P,720.24,459,750,,48,,
710,"Phegley, Josh",OAK,C,720.33,466,743,,47,,
711,"Tucker, Cole",PIT,SS,720.93,565,750,,41,,
712,"Chavis, Michael",BOS,3B,721.14,498,747,,53,,
713,"Escobar, Alcides",KC,"SS, 3B",721.59,530,748,,51,,
714,"Guerrero, Tayron",MIA,P,721.78,467,739,,33,,
715,"Morrison, Logan",MIN,1B,722.46,487,747,,50,,
716,"McCullers, Lance",HOU,P,722.68,207,679,,15,,
717,"Karns, Nate",KC,P,722.97,557,739,,51,,
718,"Leon, Sandy",BOS,C,723.34,532,729,,42,,
719,"Thornburg, Tyler",BOS,P,723.81,469,746,,36,,
720,"Chatwood, Tyler",CHC,P,724.48,419,750,,48,,
721,"Anderson, Justin",LAA,P,724.84,467,750,,34,,
722,"Altherr, Aaron",PHI,OF,725.39,493,750,,58,,
723,"Dubon, Mauricio",MLW,SS,725.84,562,749,,42,,
724,"Lorenzen, Michael",CIN,P,726.31,434,748,,45,,
725,"Murphy, J.R.",ARZ,C,726.35,496,744,,39,,
726,"Straw, Myles",HOU,OF,726.5,506,748,,44,,
727,"Turnbull, Spencer",DET,P,726.71,430,750,,42,,
728,"Collins, Zack",CWS,C,727.05,477,750,,37,,
729,"Cotton, Jharel",OAK,P,727.49,596,745,,55,,
730,"Lagares, Juan",NYM,OF,727.56,551,750,,41,,
731,"Sierra, Magneuris",MIA,OF,727.66,562,742,,42,,
732,"Lopez, Jorge",KC,P,727.67,483,750,,42,,
733,"Mateo, Jorge",OAK,SS,727.76,474,747,,45,,
734,"Wright, Steven",BOS,P,727.76,580,750,,49,,
735,"Andriese, Matt",ARZ,P,728.02,556,746,,40,,
736,"Hernandez, David",CIN,P,728.26,497,749,,43,,
737,"Bassitt, Chris",OAK,P,728.27,546,750,,41,,
738,"Dyson, Sam",SF,P,728.49,495,750,,38,,
739,"Robles, Hansel",LAA,P,728.73,371,744,,27,,
740,"Rengifo, Luis",LAA,SS,729.88,570,750,,43,,
741,"Ruiz, Keibert",LAD,C,730.72,405,743,,25,,
742,"Gordon, Nick",MIN,SS,731.07,577,750,,43,,
743,"Rodriguez, Ronny",DET,SS,731.16,493,748,,29,,
744,"Font, Wilmer",TB,P,731.5,518,749,,35,,
745,"Mitchell, Bryan",SD,P,731.64,321,745,,27,,
746,"Ramirez, Hanley",BOS,1B,731.73,392,749,,31,,
747,"Maile, Luke",TOR,C,731.81,424,748,,25,,
748,"Villanueva, Christian",SD,3B,732.16,450,729,,21,,
749,"Smith, Dominic",NYM,1B,732.93,547,740,,34,,
750,"Richards, Garrett",SD,P,733.02,144,747,,15,,
751,"Nicasio, Juan",PHI,P,733.3,380,749,,32,,
752,"Swanson, Erik",SEA,P,733.43,499,743,,38,,
753,"Richard, Clayton",TOR,P,733.54,535,749,,36,,
754,"Singer, Brady",KC,P,733.59,324,699,,11,,
755,"Fernandez, Jose",LAA,1B,733.7,465,743,,22,,
756,"Forsythe, Logan",MIN,2B,733.84,557,750,,36,,
757,"Prado, Martin",MIA,3B,733.99,505,747,,38,,
758,"Kratz, Erik",MLW,C,734.38,394,749,,26,,
759,"Fisher, Derek",HOU,OF,734.48,556,749,,41,,
760,"Moore, Matt",DET,P,735.31,518,747,,30,,
761,"Grossman, Robbie",MIN,OF,735.36,528,746,,25,,
762,"Shields, James",CWS,P,735.56,417,747,,26,,
763,"Cimber, Adam",CLE,P,735.64,491,747,,23,,
764,"Poche, Colin",TB,P,735.93,486,749,,30,,
765,"Gomez, Carlos",TB,OF,736.06,574,748,,40,,
766,"Alford, Anthony",TOR,OF,736.53,611,739,,33,,
767,"Warren, Adam",SEA,P,736.64,564,747,,28,,
768,"Kieboom, Spencer",WAS,C,737.55,418,741,,13,,
769,"McGuire, Reese",TOR,C,737.73,554,746,,28,,
770,"Ellsbury, Jacoby",NYY,OF,737.79,574,750,,37,,
771,"Smith, Will",LAD,C,738.08,557,749,,23,,
772,"Lopez, Nicky",KC,SS,738.52,553,750,,24,,
773,"Volquez, Edinson",TEX,P,738.6,440,744,,18,,
774,"Thaiss, Matt",LAA,1B,738.62,550,747,,23,,
775,"Glover, Koda",WAS,P,738.64,464,749,,24,,
776,"Sandoval, Pablo",SF,"3B, 1B",738.69,500,747,,22,,
777,"Reynolds, Mark",COL,1B,738.84,583,748,,25,,
778,"Altavilla, Dan",SEA,P,738.95,478,744,,14,,
779,"Maybin, Cameron",SEA,OF,739.01,571,749,,26,,
780,"France, Ty",SD,3B,739.02,131,739,,9,,
781,"Vogt, Stephen",MLW,C,739.04,488,746,,25,,
782,"Lewis, Royce",MIN,SS,739.09,504,742,,16,,
783,"Miller, Brad",MLW,"1B, 2B",739.12,538,748,,22,,
784,"Duda, Lucas",ATL,1B,739.33,586,749,,38,,
785,"Anderson, Brett",OAK,P,739.5,553,746,,30,,
786,"Gonsalves, Stephen",MIN,P,739.52,510,749,,25,,
787,"Robert, Luis",CWS,OF,739.52,529,748,,16,,
788,"Kramer, Kevin",PIT,2B,739.75,592,750,,26,,
789,"Marisnick, Jake",HOU,OF,740.53,542,748,,23,,
790,"McKay, Brendan",TB,P,740.56,401,749,,17,,
791,"Gore, Mackenzie",SD,P,740.96,540,699,,13,,
792,"Clippard, Tyler",TOR,P,740.97,500,750,,25,,
793,"Wolters, Tony",COL,C,741.16,589,732,,21,,
794,"Kelley, Shawn",TEX,P,741.17,332,750,,15,,
795,"Biddle, Jesse",ATL,P,741.45,469,747,,15,,
796,"Ray, Corey",MLW,OF,741.87,589,745,,26,,
797,"Winkler, Dan",ATL,P,741.95,638,749,,25,,
798,"Montgomery, Jordan",NYY,P,742.17,560,745,,14,,
799,"Knapp, Andrew",PHI,C,742.24,484,750,,14,,
800,"Pannone, Thomas",TOR,P,742.41,621,750,,20,,
801,"Plutko, Adam",CLE,P,742.42,553,750,,21,,
802,"Fry, Paul",BAL,P,742.51,531,743,,14,,
803,"Brito, Socrates",ARZ,OF,742.57,616,748,,20,,
804,"Miller, Justin",WAS,P,742.58,544,716,,11,,
805,"Neshek, Pat",PHI,P,742.75,551,748,,14,,
806,"Tomas, Yasmany",ARZ,OF,742.96,596,746,,19,,
807,"Sobotka, Chad",ATL,P,743.04,532,747,,24,,
808,"Haase, Eric",CLE,C,743.15,551,738,,16,,
809,"Covey, Dylan",CWS,P,743.17,590,746,,18,,
810,"Alcantara, Victor",DET,P,743.24,464,723,,6,,
811,"Tauchman, Mike",COL,OF,743.41,504,747,,15,,
812,"McCarthy, Kevin",KC,P,743.44,540,747,,16,,
813,"Harris, Will",HOU,P,743.46,585,750,,24,,
814,"Solak, Nick",TB,2B,743.7,571,745,,15,,
815,"Sherfy, Jimmie",ARZ,P,743.72,639,747,,24,,
816,"Stewart, Brock",LAD,P,743.76,484,745,,11,,
817,"Alvarez, Jose",PHI,P,743.78,379,745,,15,,
818,"Kennedy, Brett",SD,P,743.81,523,749,,14,,
819,"Hernandez, Gorkys",SF,OF,743.96,437,750,,15,,
820,"Armenteros, Rogelio",HOU,P,744.1,536,740,,13,,
821,"Stephenson, Robert",CIN,P,744.14,524,739,,14,,
822,"Pagan, Emilio",TB,P,744.17,573,747,,14,,
823,"Anderson, Ian",ATL,P,744.24,540,749,,14,,
824,"Martinez, Julio Pablo",TEX,OF,744.33,606,747,,14,,
825,"Santana, Dennis",LAD,P,744.37,575,750,,17,,
826,"Neidert, Nick",MIA,P,744.43,547,745,,12,,
827,"Pazos, James",PHI,P,744.55,473,744,,7,,
828,"Hill, Tim",KC,P,744.56,486,740,,10,,
829,"Arano, Victor",PHI,P,744.85,588,745,,16,,
830,"Hechavarria, Adeiny",NYY,SS,744.94,510,747,,12,,
831,"La Stella, Tommy",LAA,3B,744.97,585,724,,12,,
832,"Briceno, Jose",LAA,C,745.41,554,749,,13,,
833,"Trammell, Taylor",CIN,OF,745.46,584,744,,9,,
834,"Stock, Robert",SD,P,745.5,596,740,,12,,
835,"Gore, Terrance",KC,OF,745.7,609,745,,11,,
836,"Diaz, Isan",MIA,2B,745.82,542,750,,15,,
837,"Brebbia, John",STL,P,745.89,596,748,,18,,
838,"Granite, Zack",MIN,OF,745.89,568,718,,6,,
839,"Hunter, Tommy",PHI,P,745.89,587,748,,9,,
840,"Saladino, Tyler",MLW,SS,745.9,541,746,,11,,
841,"De Los Santos, Enyel",PHI,P,745.93,606,750,,13,,
842,"Granderson, Curtis",MLW,OF,746,569,748,,15,,
843,"Romano, Sal",CIN,P,746.04,507,740,,11,,
844,"Madson, Ryan",LAD,P,746.07,516,748,,12,,
845,"Reyes, Victor",DET,OF,746.28,576,738,,11,,
846,"Rickard, Joey",BAL,OF,746.3,587,748,,10,,
847,"Freitas, David",SEA,C,746.3,570,706,,6,,
848,"Mendez, Yohander",TEX,P,746.35,581,750,,15,,
849,"Franco, Wander",TB,SS,746.4,600,735,,9,,
850,"Bautista, Jose",PHI,"OF, 3B",746.44,563,746,,7,,
851,"Gaviglio, Sam",TOR,P,746.7,551,750,,8,,
852,"King, Michael",NYY,P,746.76,612,744,,16,,
853,"Dunning, Dane",CWS,P,746.8,586,744,,13,,
854,"Liriano, Francisco",DET,P,746.83,559,736,,10,,
855,"Banuelos, Manny",CWS,P,746.86,530,718,,6,,
856,"Cessa, Luis",NYY,P,746.9,397,743,,4,,
