name,status,age,team,pos,,,,,,,,,,,,,
Carlos Rodon,,24,CHW,SP,50,180,14,0.999999999,195,147,-1.372629328,1.760701778,0.12645728,-0.483225038,0.823380672,-0.695666475,-1.143575767
Jon Gray,Sleeper,25,COL,SP,58,181,14,1,151,173,-2.110389431,1.022941675,0.61135724,-0.483225038,0.967133912,-1.49840953,-1.707246015
Russell Martin,,34,TOR,C,7,182,15,1,152,332,-5.387351762,2.210650321,-1.877075002,-0.318256452,-1.544710525,-0.917915447,-0.729394337
Matt Moore,Target,27,SF,SP,43,183,15,1,157,131,-0.988129723,2.145201383,0.500660827,-0.483225038,0.452548726,-0.462089096,-0.996025141
Raisel Iglesias,,27,CIN,RP,62,184,15,0.999999999,177,428,,,,,,,
Carlos Beltran,,39,TEX,DH,8,185,15,1,168,211,-2.911250308,0,-0.06014644,-0.129475874,-1.058550785,-0.664517808,-0.998559401
Vincent Velasquez,Sleeper,24,PHI,SP,55,185,15,1,165,161,-1.769829106,1.363502,-0.118688941,-0.483225038,0.323950927,-0.955225303,-0.536640751
Hunter Pence,,33,SF,OF,44,187,15,1,249,201,-2.649578022,0.647260792,-0.220090707,-0.548471086,-1.078438898,-0.230858163,-0.571719168
Julio Urias,Target,20,LAD,SP,52,187,15,1,171,151,-1.454126978,1.679204128,-0.314071338,-0.483225038,-0.218052129,0.166123681,-0.604902154
Mike Napoli,,35,TEX,1B,15,189,15,0.999999992,193,221,-3.147177099,-0.450381822,-1.863323658,0.636494807,-0.736133483,-0.493950588,-0.690264178
Michael Pineda,Sleeper,28,NYY,SP,28,190,15,1,136,91,0.427710255,3.561041361,0.342836901,-0.483225038,0.68644452,-0.225373037,0.107026909
Jim Johnson,,33,ATL,RP,64,191,15,0.999999999,257,428,,,,,,,
Shawn Kelley,,32,WAS,RP,19,192,15,0.999996179,183,163,-1.792385589,1.526883808,-1.474414276,0.948033152,-1.472738617,-0.071473346,0.2782075
Drew Smyly,Target,27,SEA,SP,45,192,15,1,159,135,-1.085515766,2.04781534,0.272275799,-0.483225038,0.325390945,-0.939716751,-0.260240721
Marco Estrada,Target,33,TOR,SP,79,194,15,0.999999982,222,240,-3.451694547,-0.318363441,0.058089647,-0.483225038,0.105115759,-2.334511604,-0.797163311
Victor Martinez,,38,DET,DH,6,195,16,1,117,137,-1.120283391,1.790966918,0.340247925,0.151083125,-0.922646589,0.319147392,-1.008115242
Yadier Molina,,34,STL,C,11,196,16,0.999999973,172,356,-6.143059146,1.454942937,0.663297417,-1.91204126,-2.430943825,-1.739372196,-0.723999282
Carlos Gomez,,31,TEX,OF,30,197,16,1,207,150,-1.417529574,1.87930924,-0.986848274,-0.365461207,-0.183266196,-0.989802106,1.107848209
Adam Wainwright,,35,STL,SP,56,198,16,0.99999998,199,165,-1.810828995,1.322502111,0.403856951,-0.483225038,0.191156988,-0.969598055,-0.95301984
Keon Broxton,,26,MIL,OF,61,199,16,1,251,269,-3.949084304,-0.65224549,-2.346705092,-1.007686032,-1.208360901,-1.508222422,2.121890142
Kevin Kiermaier,,26,TB,OF,46,200,16,1,272,204,-2.691866819,0.604971995,-0.720904759,-1.007758819,-0.562625022,-1.504903186,1.104324968
Matt Shoemaker,Target,30,LAA,SP,34,201,16,1,145,106,-0.213436477,2.919894629,0.52482733,-0.483225038,0.186084641,-0.822562244,0.381438835
Randal Grichuk,,25,STL,OF,32,202,16,1,255,157,-1.692638722,1.604200092,-1.202703734,0.599900138,-0.683444214,0.059065698,-0.465456611
Logan Forsythe,,30,LAD,2B,16,203,16,0.999999967,196,188,-2.451844762,0.995252582,-0.391162658,-0.503086169,0.028226427,-1.293444345,-0.292378018
Tim Anderson,,23,CHW,2B,14,204,16,0.99999972,198,185,-2.41103184,1.036065505,-0.277099442,-1.525996513,-0.17499098,-1.55542166,1.122476755
Drew Pomeranz,Target,28,BOS,SP,65,205,16,0.99998691,170,193,-2.550425519,0.582905587,-0.023972114,-0.483225038,-0.010589827,-1.125762016,-0.906876524
Ender Inciarte,,26,ATL,OF,33,206,16,1,233,159,-1.712398511,1.584440303,0.712222097,-1.974327995,0.135023797,-1.77645509,1.191138681
Cam Bedrosian,,25,LAA,RP,25,207,16,0.999999939,236,206,-2.709742055,0.609527341,-1.519642938,1.03222481,-1.74519653,-0.148113614,-0.329013783
Yasiel Puig,,26,LAD,OF,41,208,17,1,241,182,-2.327444535,0.969394279,0.158352491,-0.542932861,-0.993190241,-0.632201625,-0.317472299
Adam Ottavino,,31,COL,RP,74,209,17,0.999999994,212,428,,,,,,,
Eric Thames,,30,MIL,1B,39,210,17,0.999999978,118,428,,,,,,,
Welington Castillo,,29,BAL,C,13,211,17,1,213,388,-7.598002083,0,-1.095584964,-0.890473617,-2.613299469,-2.096008189,-0.902635844
Ryon Healy,Sleeper,25,OAK,DH,7,212,17,1,184,198,-2.625871066,0.285379242,-0.125241961,-0.615859478,-0.517881433,-0.430638107,-0.936250087
Nomar Mazara,,21,TEX,OF,38,213,17,1,220,171,-2.018593621,1.278245193,-0.100539525,-0.096407028,-0.78808581,-0.047536025,-0.986025233
Sonny Gray,Injury,27,OAK,SP,61,214,17,0.999999225,221,181,-2.318786332,0.814544774,0.170437085,-0.483225038,0.138179036,-0.633054629,-1.511122785
Garrett Richards,,28,LAA,SP,37,215,17,1,189,111,-0.311495229,2.821835877,0.102089503,-0.483225038,-0.118190999,0.85087354,-0.663042234
Brandon Crawford,,30,SF,SS,13,216,17,1,230,254,-3.628694757,0,-0.729764961,-0.936964053,-1.042677501,-0.519441981,-0.39984626
Neftali Feliz,,28,MIL,RP,31,217,17,0.977601593,295,259,-3.755345291,-0.436075895,-1.667162465,1.03222481,-1.751353113,-0.75729385,-0.611760672
Jarrod Dyson,,32,SEA,OF,79,218,17,0.999945117,,359,-6.376351704,-3.07951289,-0.779794961,-2.627526048,-2.774814997,-2.97295373,2.778738031
Mike Moustakas,,28,KC,3B,23,219,17,0.999999999,163,302,-4.663353276,-1.342802359,-0.633657647,-0.926637107,-1.100684253,-1.11388949,-0.888484779
Hernan Perez,,26,MIL,3B,31,220,17,0.999999998,,347,-5.85377366,-2.533222743,-0.380551652,-1.775523377,-2.63495213,-2.318529665,1.255783163
Robbie Ray,Sleeper,25,ARI,SP,35,220,17,1,140,107,-0.230595519,2.902735587,0.420121623,-0.483225038,1.176492984,-0.252915915,-1.091069173
Brandon Maurer,,26,SD,RP,70,222,18,1,259,428,,,,,,,
Jerad Eickhoff,,26,PHI,SP,51,223,18,1,211,148,-1.390818031,1.742513075,0.026594043,-0.483225038,0.409630484,-1.198245599,-0.14557192
Matt Wieters,,30,WAS,C,14,224,18,1,,392,-7.921345925,-0.323343841,-0.835917355,-0.895260084,-2.930255759,-2.311129072,-0.948783655
Hector Neris,,27,PHI,RP,30,225,18,1,216,243,-3.491451127,-0.172181731,-1.550405733,0.106116569,-1.300193194,-0.388819709,-0.358149061
Melky Cabrera,,32,CHW,OF,34,226,18,1,277,164,-1.801388605,1.495450209,0.90648681,-1.20194769,-0.626011354,-0.167287442,-0.712628929
Jacoby Ellsbury,,33,NYY,OF,55,227,18,1,273,244,-3.494570758,-0.197731944,-0.466813404,-1.575276334,-1.191127663,-1.54514242,1.283789063
Blake Snell,,24,TB,SP,54,228,18,1,210,160,-1.72005936,1.413271746,0.143214395,-0.483225038,0.441339476,-0.158058803,-1.66332939
Taijuan Walker,,24,ARI,SP,74,228,18,1,217,225,-3.166622241,-0.033291135,-0.198351676,-0.483225038,-0.204531743,-1.680531855,-0.599981928
Hunter Renfroe,,25,SD,OF,63,230,18,1,278,281,-4.199695898,-0.902857084,-1.246026291,-1.288747714,-0.716474403,-0.409579687,-0.538867803
Devon Travis,,26,TOR,2B,23,231,18,1,209,270,-3.951756639,-0.504659294,0.282684406,-1.239562067,-0.773482153,-1.828325429,-0.393071396
Ryan Madson,,36,OAK,RP,69,232,18,1,232,428,,,,,,,
Joe Ross,,23,WAS,SP,63,233,18,1,205,184,-2.368281818,0.765049288,0.158559798,-0.483225038,-0.341928788,-0.977833875,-0.723853914
Curtis Granderson,,36,NYM,OF,39,234,19,1,290,174,-2.147659892,1.149178922,-1.791743543,0.307685024,0.398716172,-0.678403231,-0.383914314
Jedd Gyorko,,28,STL,2B,25,234,19,0.999999999,263,310,-4.895349263,-1.448251918,-1.186293159,0.021626451,-1.713008812,-1.14655971,-0.871114033
Yoan Moncada,,21,CHW,SS,25,236,19,0.999999996,,379,-7.303110907,-3.67441615,-1.458815302,-2.375079534,-2.437266922,-2.921928906,1.889979757
Rajai Davis,,36,OAK,OF,98,237,19,1,299,428,,,,,,,
Stephen Vogt,,32,OAK,C,9,238,19,1,164,349,-5.877897631,1.720104452,-0.697387423,-0.987692235,-1.864693339,-1.303683078,-1.024441556
Hisashi Iwakuma,,35,SEA,SP,64,239,19,1,215,187,-2.427251761,0.706079345,0.408964428,-0.483225038,-0.164703496,-1.587097381,-0.601190273
Matt Holliday,,37,NYY,DH,9,240,19,1,191,257,-3.684078451,-0.772828143,-0.606564574,-0.251631513,-1.471528684,-0.458771355,-0.895582325
Nick Castellanos,,25,DET,3B,20,241,19,1,214,248,-3.544001529,-0.223450612,-0.191234198,-0.278307916,-1.262712998,-0.924080138,-0.887666279
Fernando Rodney,,40,ARI,RP,79,242,19,0.99785863,261,428,,,,,,,
Greg Bird,Hot,24,NYY,1B,21,243,19,0.999999972,256,297,-4.488405428,-1.791610151,-0.926295443,-1.288747714,-0.916853122,-0.491606853,-0.864902296
Jharel Cotton,,25,OAK,SP,68,244,19,1,235,207,-2.768323399,0.365007707,-0.048289826,-0.483225038,-0.041887067,-1.295904676,-0.899016791
Addison Reed,,28,NYM,RP,23,245,19,1,266,192,-2.548596974,0.770672423,-1.524198265,0.274499886,-1.378516788,-0.140094552,0.219712745
Didi Gregorius,Injury,27,NYY,SS,15,246,19,1,226,282,-4.204339893,-0.575645136,-0.504151778,-0.762610758,-1.133236611,-1.313959806,-0.49038094
Starlin Castro,,27,NYY,2B,19,247,20,1,208,216,-3.035673789,0.411423556,-0.035279336,-0.376701701,-1.209867493,-0.858952486,-0.554872773
Anthony DeSclafani,,26,CIN,SP,69,248,20,0.999965982,202,208,-2.864951978,0.268379128,-0.386199429,-0.483225038,-0.064163026,-1.202194957,-0.729169527
Greg Holland,,31,COL,RP,60,249,20,0.993665804,,428,,,,,,,
Brandon Kintzler,,32,MIN,RP,66,249,20,0.999999999,,428,,,,,,,
Jose Reyes,,33,NYM,3B,27,251,20,0.999999984,294,330,-5.342150369,-2.021599451,-0.634424229,-1.805313075,-1.403291565,-2.201020206,0.701898706
Max Kepler,,24,MIN,OF,42,252,20,1,,194,-2.565793837,0.731044977,-0.809045367,-0.673345268,-0.752529155,-0.206949392,-0.123924657
Ivan Nova,,30,PIT,SP,60,253,20,0.999999999,231,180,-2.291942454,0.841388652,0.233683169,-0.483225038,-0.304342428,-0.854676424,-0.883381733
Asdrubal Cabrera,,31,NYM,SS,14,254,20,1,267,258,-3.736979757,-0.108285,-0.771770411,-0.557138899,-0.999815729,-0.95948007,-0.448774648
Neil Walker,,31,NYM,2B,15,255,20,1,229,186,-2.418770421,1.028326924,-0.384512528,-0.072497772,-0.924087093,-0.318948332,-0.718724697
Nate Jones,,31,CHW,RP,65,256,20,0.999999502,292,428,,,,,,,
Junior Guerra,,32,MIL,SP,89,257,20,1,274,265,-3.813659274,-0.680328168,-0.030781881,-0.483225038,-0.279166502,-1.72944569,-1.291040163
C.J. Cron,,27,LAA,1B,22,258,20,1,225,300,-4.586703598,-1.889908321,-0.341447132,-0.614438786,-1.810096546,-1.089942931,-0.730778203
Brandon Drury,,24,ARI,OF,64,259,20,1,,289,-4.314328993,-1.017490179,-0.302267791,-0.790539829,-1.391729216,-1.021807287,-0.807984871
Marcus Semien,,26,OAK,SS,8,260,21,1,206,195,-2.567587557,1.0611072,-1.437598064,0.033808129,-0.497505546,-0.752893375,0.0866013
Dylan Bundy,Target,24,BAL,SP,100,261,21,1,258,301,-4.65709618,-1.523765074,-0.110113272,-0.483225038,-0.229532693,-2.187788032,-1.646437145
Jason Heyward,,27,CHC,OF,52,262,21,1,285,226,-3.166891868,0.129946946,-0.576220318,-1.21702719,-0.891335911,-0.953870461,0.471562012
Collin McHugh,Target,29,HOU,SP,53,263,21,1,200,153,-1.633537969,1.499793137,0.774115832,-0.483225038,0.443611887,-1.504727807,-0.863312843
Ian Kennedy,,32,KC,SP,66,264,21,1,252,196,-2.624354682,0.508976424,0.265916302,-0.483225038,0.641960485,-1.930512977,-1.118493454
Michael Montgomery,,27,CHC,SP,73,264,21,0.999999981,,224,-3.164808344,-0.031477238,-0.411289259,-0.483225038,-0.688418851,-0.405296654,-1.176578542
Joe Panik,,26,SF,2B,24,266,21,0.999999999,250,277,-4.062801154,-0.61570381,0.100641658,-1.451837195,-0.907175287,-1.20896117,-0.59546916
Sandy Leon,,28,BOS,C,25,267,21,0.999999964,,421,-10.65656387,-3.058561791,-0.946189964,-2.048676837,-3.49912467,-3.165459725,-0.99711268
Wilson Ramos,Injury,29,TB,C,12,268,21,1,238,376,-7.245917644,0.35208444,-0.495492768,-0.996581091,-2.596483319,-2.134160285,-1.023200182
Trevor Bauer,,26,CLE,SP,87,269,21,1,268,263,-3.811150232,-0.677819126,0.005770823,-0.483225038,0.010704503,-1.791833563,-1.552566956
Robert Gsellman,,23,NYM,SP,92,270,21,0.999979437,,273,-4.0104001,-0.877068994,-0.373770692,-0.483225038,-0.77955785,-1.002723417,-1.371123103
Chris Carter,,30,NYY,1B,14,271,21,0.999999999,248,205,-2.696795278,0,-2.21423429,1.261341775,-0.632703293,-0.326259242,-0.784940228
Gio Gonzalez,,31,WAS,SP,57,272,21,1,254,169,-1.952299451,1.181031655,0.414492454,-0.483225038,0.361076313,-0.796343731,-1.448299449
Tommy Joseph,,25,PHI,1B,16,273,22,1,179,230,-3.237982144,-0.541186867,-0.585954713,0.416858097,-1.492980974,-0.647196681,-0.928707872
Lance Lynn,,29,STL,SP,145,274,22,0.999999999,282,428,,,,,,,
Tom Murphy,Injury,25,COL,C,37,275,22,1,,428,,,,,,,
Yangervis Solarte,,29,SD,3B,21,276,22,1,,268,-3.924079671,-0.603528754,-0.047397091,-0.882412005,-1.343912494,-0.739711668,-0.910646414
Mike Zunino,,26,SEA,C,15,277,22,1,,399,-8.201537719,-0.603535636,-2.491577952,-1.107692411,-1.923360666,-1.655603613,-1.023303077
Travis D'Arnaud,,28,NYM,C,16,278,22,1,260,402,-8.408238885,-0.810236802,-0.872775977,-1.318185378,-2.767570326,-2.505227402,-0.944479803
Ervin Santana,,34,MIN,SP,90,279,22,1,,267,-3.899506968,-0.766175862,0.349156183,-0.483225038,0.258088688,-2.277346573,-1.746180228
Jorge Soler,Cold,25,KC,DH,13,280,22,1,,343,-5.73624928,-2.824998972,-1.054672842,-0.465388366,-1.821777503,-1.555040671,-0.839369899
Jeanmar Gomez,,29,PHI,RP,57,281,22,0.998770122,,428,,,,,,,
Tyler Glasnow,,23,PIT,SP,82,282,22,1,284,246,-3.518849561,-0.385518455,-0.403655882,-0.483225038,-0.282198985,-0.799091122,-1.550678535
Josh Harrison,,29,PIT,2B,22,283,22,1,246,261,-3.771441835,-0.32434449,0.559015496,-1.80177608,-1.615500664,-1.532914551,0.619733964
Jordan Zimmermann,,30,DET,SP,95,284,22,0.999999929,296,283,-4.210944499,-1.077613393,0.23909285,-0.483225038,-0.424258918,-2.136206456,-1.406346936
Cameron Rupp,,28,PHI,C,21,285,22,1,291,414,-9.479949039,-1.881946955,-1.577923377,-1.141774601,-3.089388004,-2.722149807,-0.94871325
James McCann,,26,DET,C,20,286,23,1,234,411,-9.258530512,-1.660528428,-1.269718243,-1.459432587,-3.157443752,-2.529546477,-0.842389453
Daniel Norris,Target,23,DET,SP,86,286,23,1,,262,-3.785819594,-0.652488488,-0.298820187,-0.483225038,-0.392808866,-1.299717226,-1.311248276
Michael Conforto,,24,NYM,OF,78,288,23,1,276,358,-6.221258184,-2.92441937,-0.668779103,-1.007465034,-1.849927621,-1.858879354,-0.836207072
Jason Hammel,,34,KC,SP,99,289,23,1,253,299,-4.501820196,-1.36848909,-0.062939647,-0.483225038,-0.493881808,-2.309628051,-1.152145652
Josh Bell,,24,PIT,1B,17,290,23,1,,256,-3.683178283,-0.986383006,0.474879969,-1.922441276,-0.75589238,-0.876676877,-0.60304772
Zach Davies,,24,MIL,SP,75,291,23,1,,227,-3.183738917,-0.050407811,0.121077637,-0.483225038,0.017463553,-1.606360293,-1.232694776
Manuel Margot,,22,SD,OF,69,291,23,1,,317,-4.991582013,-1.694743199,-0.733534612,-2.284551883,-1.582102102,-2.073498833,1.682105416
Alex Cobb,,29,TB,SP,80,293,23,1,298,241,-3.457545859,-0.324214753,-0.275573094,-0.483225038,-0.714923381,-0.626475558,-1.357348787
Jung-Ho Kang,,29,PIT,3B,19,294,23,1,228,236,-3.380820469,-0.060269552,-0.586752334,-0.362746834,-0.92087295,-0.820031287,-0.690417064
Francisco Liriano,,33,TOR,SP,71,295,23,1,,219,-3.133331106,0,0.03364272,-0.483225038,0.327153693,-1.091269298,-1.919633183
Aaron Judge,,24,NYY,OF,67,296,23,0.999999958,,305,-4.793197179,-1.496358365,-1.339360575,-1.107692411,-1.094012036,-0.641055372,-0.611076785
Brett Gardner,,33,NYY,OF,47,297,23,1,300,209,-2.871391162,0.425447652,-0.768667569,-1.469281146,-0.042104994,-1.077217507,0.485880053
Alcides Escobar,,30,KC,SS,18,298,23,0.999999972,237,308,-4.833124896,-1.204430139,-0.61525149,-1.996281265,-1.43250374,-1.599185209,0.810096807
Leonys Martin,,29,SEA,OF,66,299,24,1,,304,-4.733472382,-1.436633568,-1.507572133,-1.212309568,-1.585597962,-1.765273247,1.337280528
Cesar Hernandez,,26,PHI,2B,21,300,24,1,271,249,-3.546265722,-0.099168377,0.087364966,-2.077955056,-0.487170223,-1.966594897,0.898089489
Michael Wacha,,25,STL,SP,85,301,24,0.999999894,,253,-3.625642017,-0.492310911,-0.106348644,-0.483225038,-0.214224382,-1.419848671,-1.401995282
Jeremy Hellickson,,29,PHI,SP,72,302,24,1,275,223,-3.155108789,-0.021777683,0.064580078,-0.483225038,-0.08976103,-1.869482872,-0.777219926
Brandon Phillips,,35,ATL,2B,27,302,24,1,,313,-4.929744503,-1.482647159,0.26479654,-1.549149835,-2.162056975,-1.529095406,0.045761173
Pablo Sandoval,,30,BOS,3B,35,302,24,0.999999993,287,374,-7.155707241,-3.835156324,-0.250488441,-1.469803017,-2.546398034,-1.914707905,-0.974309843
Francisco Cervelli,,31,PIT,C,18,305,24,1,262,406,-8.688614114,-1.090612031,-0.303675713,-2.321753,-2.792116153,-2.62564077,-0.645428478
Austin Hedges,,24,SD,C,17,306,24,0.999999997,,403,-8.45255173,-0.854549646,-1.350740051,-1.560330669,-2.843650738,-1.795729409,-0.902100862
Yulieski Gurriel,,32,HOU,1B,27,307,24,1,,373,-7.111571125,-4.414775848,-0.492304322,-2.103496579,-1.951298307,-1.908046766,-0.656425151
Domingo Santana,,24,MIL,OF,53,308,24,1,297,231,-3.296838814,0,-0.931373743,-0.251541932,-0.917385809,-0.661486309,-0.535051021
Tyler Thornburg,,28,BOS,RP,85,309,24,0.999999888,,428,,,,,,,
Martin Prado,,33,MIA,3B,22,310,24,0.999999996,279,272,-3.982879783,-0.662328865,0.776492503,-1.802246384,-0.873535728,-1.239781273,-0.843808901
Eduardo Rodriguez,,23,BOS,SP,91,310,24,1,,271,-3.975308858,-0.841977752,-0.013540951,-0.483225038,-0.333948491,-1.654754005,-1.489840371
David Peralta,,29,ARI,OF,60,312,25,1,301,266,-3.863486447,-0.566647633,0.379483034,-1.379275366,-1.566765691,-0.892582387,-0.404346037
Mitch Moreland,,31,BOS,1B,35,313,25,1,194,428,,,,,,,
Devin Mesoraco,,28,CIN,C,24,314,25,1,,420,-10.40867172,-2.81066964,-1.240248126,-1.288747714,-3.872873866,-3.104701155,-0.902100862
Corey Dickerson,,27,TB,DH,10,315,25,1,270,288,-4.309909089,-1.398658781,-1.073387543,0.016462398,-1.444416475,-1.072662879,-0.73590459
Eugenio Suarez,,25,CIN,3B,17,316,25,1,239,172,-2.068873542,1.251677376,-1.095487225,-0.071039476,-0.589675905,-0.285123993,-0.027546942
Orlando Arcia,,22,MIL,SS,17,317,25,1,,307,-4.828013349,-1.199318592,-1.504596615,-1.625024968,-1.338832185,-1.313604278,0.954044697
Mike Foltynewicz,,25,ATL,SP,84,318,25,1,,252,-3.596768485,-0.463437379,-0.260694636,-0.483225038,-0.018780601,-1.706531608,-1.127536601
Alex Gordon,,33,KC,OF,62,318,25,1,288,276,-4.059079972,-0.762241158,-1.274981409,-0.446739747,-1.053986309,-1.010923845,-0.272448662
Derek Norris,,28,WAS,C,39,318,25,1,245,428,,,,,,,
Cameron Maybin,,29,LAA,OF,112,321,25,1,,428,,,,,,,
Denard Span,,33,SF,OF,54,322,25,1,,235,-3.371440744,-0.074601929,0.226260598,-1.709536786,-0.450811726,-1.925116979,0.48776415
Joe Musgrove,,24,HOU,SP,81,323,25,1,,242,-3.479475501,-0.346144395,-0.715390265,-0.483225038,-0.734064998,-1.113902343,-0.432892855
Tyler Naquin,,25,CLE,OF,74,323,25,1,,337,-5.538514705,-2.241675891,-0.358457661,-1.320906359,-1.782413011,-1.935136907,-0.141600767
Chris Owings,,25,ARI,SS,22,325,26,0.999999892,,364,-6.57777405,-2.949079293,-0.403094346,-2.056631695,-2.431322586,-2.295621238,0.608895815
Justin Bour,,28,MIA,1B,18,326,26,1,286,274,-4.029115806,-1.332320529,-0.392620564,-0.280990857,-1.399009268,-1.029940716,-0.926554401
Kevin Pillar,,28,TOR,OF,49,326,26,1,,214,-2.979909396,0.316929418,0.063848231,-1.435499073,-1.259176107,-1.055920531,0.706838084
Steven Wright,,32,BOS,SP,102,328,26,0.999999991,,312,-4.921142175,-1.787811069,-0.158433092,-0.483225038,-0.477471976,-1.946034125,-1.855977943
Travis Jankowski,,25,SD,OF,73,329,26,1,,336,-5.521138867,-2.224300053,-1.086691381,-2.396835586,-1.685171252,-2.801500785,2.449060137
Brandon Finnegan,,23,CIN,SP,103,330,26,1,,314,-4.947622974,-1.814291868,0.063536405,-0.483225038,0.15995168,-2.148214598,-2.539671423
Tyler Skaggs,,25,LAA,SP,159,331,26,1,281,428,,,,,,,
Yan Gomes,,29,CLE,C,23,332,26,1,243,418,-10.05301074,-2.455008656,-2.47509905,-1.440322831,-2.74025315,-2.39882145,-0.998514258
Nick Markakis,,33,ATL,OF,56,333,26,1,,245,-3.517012072,-0.220173258,0.159160338,-1.308450922,-0.761539728,-0.685435413,-0.920746347
Chris Tillman,,28,BAL,SP,107,334,26,1,,324,-5.15553809,-2.022206984,0.134444467,-0.483225038,-0.177899046,-2.489481677,-2.139376795
Carter Capps,,26,SD,RP,47,335,26,0.999999956,,428,,,,,,,
Shin-Soo Choo,,34,TEX,OF,51,336,26,1,,220,-3.146236054,0.15060276,-0.458644172,-0.596370705,-0.588014128,-1.174562341,-0.328644708
Travis Shaw,,26,MIL,3B,28,336,26,1,264,333,-5.460285427,-2.13973451,-1.27298527,-0.55135218,-1.852593064,-1.136932504,-0.64642241
Matt Bush,,31,TEX,RP,26,338,27,0.999999989,,218,-3.11747247,0.201796927,-1.437668285,-0.230650064,-1.56055605,-0.005107262,0.116509191
Kyle Barraclough,,26,MIA,RP,41,339,27,0.999999982,,428,,,,,,,
Mitch Haniger,,26,MIL,OF,71,340,27,0.999955016,,331,-5.351162081,-2.054323267,-1.258059855,-1.198220062,-1.435595456,-1.098255745,-0.361030962
Dan Straily,,28,MIA,SP,105,341,27,1,,321,-5.134736221,-2.001405115,-0.234760299,-0.483225038,-0.331264181,-2.398686671,-1.686800032
Adam Conley,,26,MIA,SP,97,342,27,1,,290,-4.33457956,-1.201248454,-0.319505595,-0.483225038,-0.158140583,-1.527787036,-1.845921307
Josh Reddick,,30,HOU,OF,58,343,27,1,289,251,-3.579769404,-0.28293059,-0.171263433,-0.82903972,-1.427667048,-0.863327087,-0.288472115
Kolten Wong,,26,STL,2B,26,344,27,1,,311,-4.906789131,-1.459691787,-0.577222239,-1.351162309,-1.751989249,-1.506986016,0.280570681
Chris Devenski,,26,HOU,SP,76,345,27,0.999999998,,228,-3.184551349,-0.051220243,-1.280061048,-0.483225038,-1.114328146,-0.521843735,0.214906618
Bartolo Colon,,43,ATL,SP,83,346,27,1,,247,-3.523207137,-0.389876031,-0.045616935,-0.483225038,-0.645069963,-1.682409575,-0.666885625
Matt Andriese,,27,TB,SP,121,347,27,0.999999943,283,428,,,,,,,
Lucas Giolito,,22,CHW,SP,133,348,27,1,,428,,,,,,,
David Phelps,,30,MIA,RP,76,349,27,0.999995713,,428,,,,,,,
Zack Cozart,,31,CIN,SS,23,350,27,1,,368,-6.830614575,-3.201919819,-1.213205285,-1.186686432,-1.936902128,-1.907360815,-0.586459915
Tyson Ross,,29,TEX,SP,154,350,27,1,,428,,,,,,,
Brad Ziegler,,37,MIA,RP,90,352,28,0.999999995,,428,,,,,,,
Huston Street,,33,LAA,RP,38,353,28,0.999996329,,351,-5.893903127,-2.574633731,-1.759883812,0.274499886,-2.323257814,-1.318048429,-0.767212959
Danny Valencia,,32,SEA,3B,30,353,28,0.999999997,,344,-5.772957405,-2.452406488,-0.530091314,-0.868856555,-1.93658507,-1.541962882,-0.895461584
Luis Severino,,23,NYY,RP,32,355,28,1,,260,-3.767300551,-0.448031154,-0.368775404,-0.483225038,-0.37188484,-1.439347295,-1.104067973
Joe Mauer,,33,MIN,1B,19,356,28,1,293,284,-4.212919901,-1.516124624,-0.031217779,-1.540736843,-0.923785502,-0.893548322,-0.823631456
Josh Tomlin,,32,CLE,SP,161,357,28,0.999999996,,428,,,,,,,
Melvin Upton,,32,TOR,OF,81,357,28,1,,382,-7.396927492,-4.100088678,-1.856429758,-1.125769926,-2.532051579,-2.40538784,0.52271161
Brandon Moss,,33,KC,1B,20,359,28,1,,293,-4.375328052,-1.678532775,-2.063735101,0.454827372,-1.068967102,-0.752431618,-0.945021603
Hector Rondon,,29,CHC,RP,24,359,28,0.99999927,,197,-2.624924115,0.694345281,-1.422047497,0.442883202,-1.739621267,-0.162881355,0.256742801
Matt Duffy,,26,TB,3B,25,361,28,1,244,325,-5.18592077,-1.865369852,-0.202532139,-1.848166572,-1.775036872,-1.497578911,0.137393725
Tyler Flowers,,31,ATL,C,22,362,28,1,,417,-9.867780226,-2.269778142,-1.173486421,-1.41532036,-3.466112911,-2.803399497,-1.009461037
Carl Edwards,,25,CHC,RP,37,363,28,0.999964027,,298,-4.492577578,-1.173308182,-1.625431287,-0.483225038,-1.580470491,-0.418915718,-0.384535043
Tyler Anderson,,27,COL,SP,120,364,29,1,,428,,,,,,,
Danny Espinosa,,29,LAA,2B,29,365,29,1,,389,-7.646276783,-4.199179439,-3.197679336,-0.410062147,-1.940803655,-1.813476385,-0.28425526
Clay Buchholz,,32,PHI,SP,101,366,29,0.999999976,,309,-4.852980929,-1.719649823,-0.689812273,-0.483225038,-1.07377732,-1.625142716,-0.981023581
Freddy Galvis,,27,PHI,SS,26,367,29,1,,380,-7.342592934,-3.713898177,-1.143113221,-1.310451218,-2.434177304,-2.319863097,-0.134988095
Blake Swihart,,24,BOS,OF,124,368,29,0.999999979,,428,,,,,,,
Luke Weaver,,23,STL,SP,98,368,29,0.999999354,,292,-4.345311132,-1.211980026,-1.048874656,-0.483225038,-0.947616687,-1.217863598,-0.647731151
Andrew Triggs,,28,OAK,SP,93,370,29,0.999988481,,279,-4.165725091,-1.032393985,-0.359654121,-0.483225038,-0.655140881,-1.688124156,-0.979580894
